### Smoothing Techniques Applied to Telugu Bigram Corpus
This file contains smoothed probabilities for each bigram using three techniques:

1. Add-One Smoothing:
   P(w₂ | w₁) = (count(w₁, w₂) + 1) / (count(w₁) + V)
2. Add-K Smoothing (k = 0.3):
   P(w₂ | w₁) = (count(w₁, w₂) + k) / (count(w₁) + k × V)
3. Token Type Smoothing:
   P(w₂ | w₁) = (count(w₁, w₂) + weight(w₂)) / (∑ bigram_counts + ∑ token_type_weights)

Bigram	Count	PrefixCount	AddOne	AddK	TokenType
('ఒక్కరికి', 'అందించే')	1	1	0.000241	0.000521	0.000074
('అందించే', 'విధంగా')	1	1	0.000241	0.000521	0.000074
('విధంగా', 'ముందస్తు')	1	10	0.000240	0.000520	0.000074
('ముందస్తు', 'ఏర్పాట్లు')	1	2	0.000241	0.000521	0.000074
('ఏర్పాట్లు', 'చేయాలని')	1	3	0.000241	0.000521	0.000074
('కూడా', 'ఈ')	1	93	0.000238	0.000503	0.000074
('ఈ', 'రోజు')	1	214	0.000235	0.000480	0.000074
('రోజు', 'మంత్రి')	1	8	0.000241	0.000520	0.000074
('మంత్రి', 'ఆదేశించారు')	1	21	0.000240	0.000517	0.000074
('ఆదేశించారు', '</s>')	3	3	0.000481	0.001323	0.000118
('కానీ', 'ఇక్కడ')	1	36	0.000240	0.000514	0.000074
('ఇక్కడ', 'ఏ')	1	6	0.000241	0.000520	0.000074
('ఏ', 'బంధువులు')	1	13	0.000240	0.000519	0.000074
('బంధువులు', 'కలిగిన')	1	2	0.000241	0.000521	0.000074
('కలిగిన', 'వృద్ధులు')	1	1	0.000241	0.000521	0.000074
('వృద్ధులు', 'ఒక')	1	1	0.000241	0.000521	0.000074
('ఒక', 'యూరోపియన్')	1	48	0.000239	0.000512	0.000074
('యూరోపియన్', 'దేశం')	1	1	0.000241	0.000521	0.000074
('దేశం', 'కోసం')	1	4	0.000241	0.000521	0.000074
('కోసం', 'సెలవు')	1	31	0.000240	0.000515	0.000074
('సెలవు', 'కోరుకుంటారు')	1	5	0.000241	0.000521	0.000074
('కోరుకుంటారు', 'లేదు')	1	1	0.000241	0.000521	0.000074
('ఇది', 'చెక్')	1	25	0.000240	0.000516	0.000074
('చెక్', 'రిపబ్లిక్')	1	3	0.000241	0.000521	0.000074
('రిపబ్లిక్', 'లో')	1	1	0.000241	0.000521	0.000074
('లో', 'చాలా')	1	113	0.000238	0.000499	0.000074
('చాలా', 'ఖరీదైన')	1	46	0.000239	0.000512	0.000074
('ఖరీదైన', 'వైద్య')	1	3	0.000241	0.000521	0.000074
('వైద్య', 'సంరక్షణ')	1	2	0.000241	0.000521	0.000074
('సంరక్షణ', ',')	2	4	0.000361	0.000921	0.000104
(',', 'మరియు')	6	549	0.000790	0.002072	0.000222
('మరియు', 'వినియోగాలు')	1	36	0.000240	0.000514	0.000074
('వినియోగాలు', '"')	1	1	0.000241	0.000521	0.000074
('"', 'తినడానికి')	1	29	0.000240	0.000516	0.000074
('తినడానికి', '"')	1	1	0.000241	0.000521	0.000074
('"', 'చేయవచ్చు')	1	29	0.000240	0.000516	0.000074
('చేయవచ్చు', 'సగం')	1	6	0.000241	0.000520	0.000074
('సగం', 'పెన్షన్')	1	4	0.000241	0.000521	0.000074
('పెన్షన్', 'అంటారు')	1	1	0.000241	0.000521	0.000074
('అంటారు', '</s>')	2	2	0.000361	0.000922	0.000089
('దేశంలో', 'నివసిస్తున్న')	1	10	0.000240	0.000520	0.000074
('నివసిస్తున్న', 'ప్రియమైన')	1	1	0.000241	0.000521	0.000074
('ప్రియమైన', 'సమక్షంలో')	1	1	0.000241	0.000521	0.000074
('సమక్షంలో', 'చెక్')	1	1	0.000241	0.000521	0.000074
('చెక్', 'లు')	1	3	0.000241	0.000521	0.000074
('లు', 'వృద్ధ')	1	28	0.000240	0.000516	0.000074
('వృద్ధ', 'చాలా')	1	1	0.000241	0.000521	0.000074
('చాలా', 'గౌరవంగా')	1	46	0.000239	0.000512	0.000074
('గౌరవంగా', 'ఎందుకంటే')	1	1	0.000241	0.000521	0.000074
('ఎందుకంటే', ',')	3	3	0.000481	0.001323	0.000133
(',', 'చాలా')	1	549	0.000226	0.000427	0.000074
('చాలా', 'సౌకర్యంగా')	1	46	0.000239	0.000512	0.000074
('సౌకర్యంగా', 'ఉంటుంది')	1	1	0.000241	0.000521	0.000074
(',', 'ఏలేరు')	1	549	0.000226	0.000427	0.000074
('ఏలేరు', 'అతిథిగృహంలో')	1	1	0.000241	0.000521	0.000074
('అతిథిగృహంలో', 'సోమవారం')	1	1	0.000241	0.000521	0.000074
('సోమవారం', 'నుంచి')	1	4	0.000241	0.000521	0.000074
('నుంచి', 'నిర్వహిస్తున్న')	1	56	0.000239	0.000510	0.000074
('నిర్వహిస్తున్న', 'ఫిర్యాదుల')	1	1	0.000241	0.000521	0.000074
('ఫిర్యాదుల', 'స్వీకరణ')	1	1	0.000241	0.000521	0.000074
('స్వీకరణ', 'కోసం')	1	2	0.000241	0.000521	0.000074
('కోసం', 'ప్రత్యేకించి')	1	31	0.000240	0.000515	0.000074
('ప్రత్యేకించి', 'ఒక')	1	1	0.000241	0.000521	0.000074
('ఒక', 'కౌంటర్')	1	48	0.000239	0.000512	0.000074
('కౌంటర్', '\u200c')	1	2	0.000241	0.000521	0.000074
('ఏర్పాటు', 'చేశారు')	1	17	0.000240	0.000518	0.000074
('<s>', 'సిట్')	1	1945	0.000195	0.000293	0.000074
('సిట్', 'చైర్మన్')	1	3	0.000241	0.000521	0.000074
('చైర్మన్', 'విజయకుమార్')	1	3	0.000241	0.000521	0.000074
('విజయకుమార్', ',')	1	1	0.000241	0.000521	0.000074
(',', 'ప్రతినిధులు')	1	549	0.000226	0.000427	0.000074
('ప్రతినిధులు', 'వైవీ')	1	1	0.000241	0.000521	0.000074
('వైవీ', 'అనురాధ')	1	1	0.000241	0.000521	0.000074
('అనురాధ', ',')	1	1	0.000241	0.000521	0.000074
(',', 'భాస్కరరావు')	1	549	0.000226	0.000427	0.000074
('భాస్కరరావు', 'ఆధ్వర్యంలో')	1	1	0.000241	0.000521	0.000074
('ఆధ్వర్యంలో', 'సిట్')	1	3	0.000241	0.000521	0.000074
('సిట్', 'పరిధిలోకి')	1	3	0.000241	0.000521	0.000074
('పరిధిలోకి', 'వచ్చే')	1	5	0.000241	0.000521	0.000074
('వచ్చే', 'ఫిర్యాదులను')	1	6	0.000241	0.000520	0.000074
('ఫిర్యాదులను', 'స్వీకరించడం')	1	1	0.000241	0.000521	0.000074
('స్వీకరించడం', ',')	1	1	0.000241	0.000521	0.000074
(',', 'ఇప్పటి')	1	549	0.000226	0.000427	0.000074
('వరకు', 'వచ్చిన')	1	14	0.000240	0.000519	0.000074
('వచ్చిన', 'వాటన్నింటినీ')	1	14	0.000240	0.000519	0.000074
('వాటన్నింటినీ', 'పరిశీలించే')	1	1	0.000241	0.000521	0.000074
('పరిశీలించే', 'కార్యక్రమాన్ని')	1	1	0.000241	0.000521	0.000074
('కార్యక్రమాన్ని', 'చేపట్టారు')	1	1	0.000241	0.000521	0.000074
('<s>', 'కేవలం')	1	1945	0.000195	0.000293	0.000074
('కేవలం', 'టాంపరింగ్')	1	6	0.000241	0.000520	0.000074
('టాంపరింగ్', 'జరిగిన')	1	1	0.000241	0.000521	0.000074
('జరిగిన', 'వాటిపైనే')	1	8	0.000241	0.000520	0.000074
('వాటిపైనే', 'దృష్టిపెట్టాలని')	1	1	0.000241	0.000521	0.000074
('దృష్టిపెట్టాలని', 'సిట్')	1	1	0.000241	0.000521	0.000074
('సిట్', 'నిర్ణయించింది')	1	3	0.000241	0.000521	0.000074
('నిర్ణయించింది', '</s>')	1	1	0.000241	0.000521	0.000059
('<s>', '1950')	1	1945	0.000195	0.000293	0.000074
('1950', 'ల్లోనే')	1	1	0.000241	0.000521	0.000074
('ల్లోనే', 'భారత')	1	1	0.000241	0.000521	0.000074
('భారత', 'దేశం')	1	9	0.000241	0.000520	0.000074
('దేశం', ',')	1	4	0.000241	0.000521	0.000074
(',', 'పాకిస్థాన్')	1	549	0.000226	0.000427	0.000074
('పాకిస్థాన్', 'లు')	1	2	0.000241	0.000521	0.000074
('లు', 'వారి')	1	28	0.000240	0.000516	0.000074
('వారి', 'వారి')	1	16	0.000240	0.000518	0.000074
('వారి', 'దేశాల్లోని')	1	16	0.000240	0.000518	0.000074
('దేశాల్లోని', 'మైనారిటీల')	1	1	0.000241	0.000521	0.000074
('మైనారిటీల', 'గురించి')	1	1	0.000241	0.000521	0.000074
('గురించి', 'ఆలోచించి')	1	16	0.000240	0.000518	0.000074
('ఆలోచించి', 'అప్పట్లోనే')	1	2	0.000241	0.000521	0.000074
('అప్పట్లోనే', 'ఒక')	1	1	0.000241	0.000521	0.000074
('ఒక', 'ఒప్పందాన్ని')	1	48	0.000239	0.000512	0.000074
('ఒప్పందాన్ని', 'చేసుకున్నారు')	1	2	0.000241	0.000521	0.000074
('చేసుకున్నారు', '</s>')	1	1	0.000241	0.000521	0.000059
('<s>', 'దాన్నే')	1	1945	0.000195	0.000293	0.000074
('దాన్నే', 'మనం')	1	1	0.000241	0.000521	0.000074
('మనం', 'నెహ్రు')	1	6	0.000241	0.000520	0.000074
('నెహ్రు', 'లియాఖత్')	1	1	0.000241	0.000521	0.000074
('లియాఖత్', 'ప్యాక్ట్')	1	1	0.000241	0.000521	0.000074
('ప్యాక్ట్', 'అంటుంటాము')	1	1	0.000241	0.000521	0.000074
('అంటుంటాము', '</s>')	1	1	0.000241	0.000521	0.000059
('మీ', 'ప్రచారం')	1	58	0.000239	0.000510	0.000074
('ప్రచారం', 'కోసం')	1	3	0.000241	0.000521	0.000074
('కోసం', 'లోగో')	1	31	0.000240	0.000515	0.000074
('లోగో', 'ముద్రించిన')	1	1	0.000241	0.000521	0.000074
('ముద్రించిన', 'కవర్')	1	1	0.000241	0.000521	0.000074
('కవర్', 'ఇస్తూ')	1	4	0.000241	0.000521	0.000074
('ఇస్తూ', '</s>')	1	3	0.000241	0.000521	0.000059
('దానికి', 'డబ్బులు')	1	5	0.000241	0.000521	0.000074
('డబ్బులు', 'ఎందుకు')	2	9	0.000361	0.000920	0.000104
('ఎందుకు', 'వసూలు')	1	9	0.000241	0.000520	0.000074
('వసూలు', 'చేస్తున్నారంటూ')	1	6	0.000241	0.000520	0.000074
('చేస్తున్నారంటూ', 'నిలదీశాడు')	1	1	0.000241	0.000521	0.000074
('నిలదీశాడు', '</s>')	1	1	0.000241	0.000521	0.000059
('కానీ', 'సదరు')	1	36	0.000240	0.000514	0.000074
('సదరు', 'షాపింగ్')	1	2	0.000241	0.000521	0.000074
('షాపింగ్', 'మాల్')	1	3	0.000241	0.000521	0.000074
('మాల్', 'సిబ్బంది')	1	2	0.000241	0.000521	0.000074
('సిబ్బంది', 'నిర్లక్ష్యంగా')	1	4	0.000241	0.000521	0.000074
('నిర్లక్ష్యంగా', 'సమాధానం')	1	1	0.000241	0.000521	0.000074
('సమాధానం', 'చెప్పారు')	1	3	0.000241	0.000521	0.000074
('దీంతో', 'బెజ్జం')	1	18	0.000240	0.000518	0.000074
('బెజ్జం', 'చెల్లించిన')	1	1	0.000241	0.000521	0.000074
('చెల్లించిన', 'బిల్')	1	1	0.000241	0.000521	0.000074
('బిల్', 'ఆ')	1	2	0.000241	0.000521	0.000074
('ఆ', 'పేపర్')	1	71	0.000239	0.000507	0.000074
('పేపర్', 'బ్యాగ్ను')	1	1	0.000241	0.000521	0.000074
('బ్యాగ్ను', 'జతచేర్చి')	1	1	0.000241	0.000521	0.000074
('జతచేర్చి', 'వినియోగదారుల')	1	1	0.000241	0.000521	0.000074
('వినియోగదారుల', 'న్యాయస్థానాన్ని')	1	1	0.000241	0.000521	0.000074
('న్యాయస్థానాన్ని', 'ఆశ్రయించాడు')	1	1	0.000241	0.000521	0.000074
('ఆశ్రయించాడు', '</s>')	1	1	0.000241	0.000521	0.000059
('దీనిపై', 'విచారించిన')	1	7	0.000241	0.000520	0.000074
('విచారించిన', 'న్యాయస్థానం')	1	1	0.000241	0.000521	0.000074
('న్యాయస్థానం', 'ఫిర్యాదుదారుడికి')	1	2	0.000241	0.000521	0.000074
('ఫిర్యాదుదారుడికి', 'పరిహారంగా')	1	1	0.000241	0.000521	0.000074
('పరిహారంగా', 'మాల్')	1	1	0.000241	0.000521	0.000074
('మాల్', 'యాజమాన్యం')	1	2	0.000241	0.000521	0.000074
('యాజమాన్యం', 'రూ')	1	2	0.000241	0.000521	0.000074
('<s>', '15')	2	1945	0.000293	0.000518	0.000104
('15', 'వేలు')	1	9	0.000241	0.000520	0.000074
('వేలు', 'చెల్లించాలని')	1	1	0.000241	0.000521	0.000074
('చెల్లించాలని', 'ఆదేశాలు')	1	3	0.000241	0.000521	0.000074
('ఆదేశాలు', 'జారీచేసింది')	1	4	0.000241	0.000521	0.000074
('జారీచేసింది', '</s>')	1	1	0.000241	0.000521	0.000059
('<s>', 'గతంలోనూ')	1	1945	0.000195	0.000293	0.000074
('గతంలోనూ', 'ఇటువంటి')	1	1	0.000241	0.000521	0.000074
('ఇటువంటి', 'ఘటనలు')	1	3	0.000241	0.000521	0.000074
('ఘటనలు', 'ఎన్నో')	1	3	0.000241	0.000521	0.000074
('ఎన్నో', 'చోటుచేసుకున్నాయి')	1	6	0.000241	0.000520	0.000074
('చోటుచేసుకున్నాయి', '</s>')	1	1	0.000241	0.000521	0.000059
('<s>', 'అయినప్పటికీ')	1	1945	0.000195	0.000293	0.000074
('అయినప్పటికీ', 'షాపింగ్')	1	1	0.000241	0.000521	0.000074
('షాపింగ్', 'మాల్స్')	1	3	0.000241	0.000521	0.000074
('మాల్స్', 'తీరులో')	1	1	0.000241	0.000521	0.000074
('తీరులో', 'ఏ')	1	1	0.000241	0.000521	0.000074
('ఏ', 'మార్పు')	1	13	0.000240	0.000519	0.000074
('మార్పు', 'లేదు')	1	1	0.000241	0.000521	0.000074
('<s>', 'కర్ణాటకలోనూ')	1	1945	0.000195	0.000293	0.000074
('కర్ణాటకలోనూ', 'గుజరాత్')	1	1	0.000241	0.000521	0.000074
('గుజరాత్', 'తరహా')	1	1	0.000241	0.000521	0.000074
('తరహా', 'ఫలితాలా')	1	2	0.000241	0.000521	0.000074
('ఫలితాలా', '</s>')	1	1	0.000241	0.000521	0.000059
('<s>', 'అవినీతి')	1	1945	0.000195	0.000293	0.000074
('అవినీతి', 'ఇతర')	1	2	0.000241	0.000521	0.000074
('ఇతర', 'గ్రహాలకు')	1	11	0.000240	0.000519	0.000074
('గ్రహాలకు', 'విస్తరిస్తుంది')	1	1	0.000241	0.000521	0.000074
('విస్తరిస్తుంది', '</s>')	1	1	0.000241	0.000521	0.000059
('స్తుతం', 'నాని')	1	4	0.000241	0.000521	0.000074
('నాని', 'మీట్')	1	6	0.000241	0.000520	0.000074
('మీట్', 'క్యూట్')	2	2	0.000361	0.000922	0.000104
('క్యూట్', 'అనే')	2	2	0.000361	0.000922	0.000104
('అనే', 'సినిమాను')	1	21	0.000240	0.000517	0.000074
('సినిమాను', 'నిర్మిస్తున్నాడు')	1	7	0.000241	0.000520	0.000074
('నిర్మిస్తున్నాడు', '</s>')	2	2	0.000361	0.000922	0.000089
('<s>', 'సీనియర్')	1	1945	0.000195	0.000293	0.000074
('సీనియర్', 'నటుడు')	2	6	0.000361	0.000921	0.000104
('నటుడు', 'సత్యరాజ్')	2	4	0.000361	0.000921	0.000104
('సత్యరాజ్', 'ఇందులో')	1	2	0.000241	0.000521	0.000074
('ఇందులో', 'ప్రధాన')	1	5	0.000241	0.000521	0.000074
('పాత్రలో', 'నటిస్తున్నాడు')	1	4	0.000241	0.000521	0.000074
('నటిస్తున్నాడు', '</s>')	1	1	0.000241	0.000521	0.000059
('ఇప్పటికే', 'నిర్మాతగా')	1	14	0.000240	0.000519	0.000074
('నిర్మాతగా', 'నాని')	1	2	0.000241	0.000521	0.000074
('నాని', 'తొలి')	1	6	0.000241	0.000520	0.000074
('తొలి', 'సినిమా')	1	13	0.000240	0.000519	0.000074
('సినిమా', 'అ')	1	44	0.000239	0.000513	0.000074
('అ', '</s>')	1	1	0.000241	0.000521	0.000059
('<s>', 'కమర్షియల్')	1	1945	0.000195	0.000293	0.000074
('కమర్షియల్', 'విజయంతో')	1	1	0.000241	0.000521	0.000074
('విజయంతో', 'పాటు')	1	2	0.000241	0.000521	0.000074
('పాటు', 'రెండు')	1	18	0.000240	0.000518	0.000074
('రెండు', 'జాతీయ')	1	26	0.000240	0.000516	0.000074
('జాతీయ', 'అవార్డులు')	1	11	0.000240	0.000519	0.000074
('అవార్డులు', 'తీసుకొస్తే')	1	2	0.000241	0.000521	0.000074
('తీసుకొస్తే', '</s>')	1	1	0.000241	0.000521	0.000059
('<s>', 'రెండో')	2	1945	0.000293	0.000518	0.000104
('రెండో', 'సినిమా')	1	3	0.000241	0.000521	0.000074
('సినిమా', 'హిట్')	1	44	0.000239	0.000513	0.000074
('హిట్', 'పేరుకు')	1	8	0.000241	0.000520	0.000074
('పేరుకు', 'తగ్గట్లే')	1	1	0.000241	0.000521	0.000074
('తగ్గట్లే', 'మంచి')	1	1	0.000241	0.000521	0.000074
('మంచి', 'విజయం')	1	16	0.000240	0.000518	0.000074
('ఇప్పుడు', 'హిట్')	1	31	0.000240	0.000515	0.000074
('హిట్', 'సినిమాకు')	1	8	0.000241	0.000520	0.000074
('ను', 'అడవి')	1	58	0.000239	0.000510	0.000074
('అడవి', 'శేష్')	1	1	0.000241	0.000521	0.000074
('శేష్', 'ను')	1	1	0.000241	0.000521	0.000074
('ను', 'హీరోగా')	1	58	0.000239	0.000510	0.000074
('హీరోగా', 'పెట్టి')	1	4	0.000241	0.000521	0.000074
('పెట్టి', 'నిర్మిస్తున్నాడు')	1	2	0.000241	0.000521	0.000074
('<s>', 'వీటితో')	1	1945	0.000195	0.000293	0.000074
('వీటితో', 'పాటే')	1	1	0.000241	0.000521	0.000074
('పాటే', 'నాని')	1	1	0.000241	0.000521	0.000074
('నాని', 'నిర్మాణంలో')	1	6	0.000241	0.000520	0.000074
('నిర్మాణంలో', 'ఈ')	1	1	0.000241	0.000521	0.000074
('ఈ', 'మధ్యే')	1	214	0.000235	0.000480	0.000074
('మధ్యే', 'సీనియర్')	1	2	0.000241	0.000521	0.000074
('సత్యరాజ్', 'కీలక')	1	2	0.000241	0.000521	0.000074
('కీలక', 'పాత్రలో')	1	5	0.000241	0.000521	0.000074
('పాత్రలో', 'మీట్')	1	4	0.000241	0.000521	0.000074
('అనే', 'సినిమా')	1	21	0.000240	0.000517	0.000074
('సినిమా', 'మొదలైంది')	1	44	0.000239	0.000513	0.000074
('<s>', 'దీప్తి')	1	1945	0.000195	0.000293	0.000074
('దీప్తి', 'గంట')	1	1	0.000241	0.000521	0.000074
('గంట', 'ఈ')	1	2	0.000241	0.000521	0.000074
('ఈ', 'సినిమాతో')	1	214	0.000235	0.000480	0.000074
('సినిమాతో', 'దర్శకురాలిగా')	1	4	0.000241	0.000521	0.000074
('దర్శకురాలిగా', 'పరిచయం')	1	1	0.000241	0.000521	0.000074
('పరిచయం', 'అవుతుంది')	1	2	0.000241	0.000521	0.000074
('స్టార్', 'వాల్యూ')	1	16	0.000240	0.000518	0.000074
('వాల్యూ', 'కంటే')	1	1	0.000241	0.000521	0.000074
('కంటే', 'కూడా')	1	8	0.000241	0.000520	0.000074
('కూడా', 'కథ')	1	93	0.000238	0.000503	0.000074
('కథ', 'ప్రధానంగా')	1	7	0.000241	0.000520	0.000074
('ప్రధానంగా', 'సాగే')	1	1	0.000241	0.000521	0.000074
('సాగే', 'సినిమాల')	1	2	0.000241	0.000521	0.000074
('సినిమాల', 'వైపు')	1	2	0.000241	0.000521	0.000074
('వైపు', 'ఎక్కువ')	1	4	0.000241	0.000521	0.000074
('ఎక్కువ', 'అడుగులు')	1	10	0.000240	0.000520	0.000074
('అడుగులు', 'వేస్తున్నాడు')	1	1	0.000241	0.000521	0.000074
('వేస్తున్నాడు', 'నాని')	1	1	0.000241	0.000521	0.000074
('నాని', '</s>')	2	6	0.000361	0.000921	0.000089
('ఈ', 'సినిమాను')	2	214	0.000352	0.000850	0.000104
('సినిమాను', 'ఓటీటీలో')	1	7	0.000241	0.000520	0.000074
('ఓటీటీలో', 'విడుదల')	1	2	0.000241	0.000521	0.000074
('విడుదల', 'చేయడానికి')	1	9	0.000241	0.000520	0.000074
('చేయడానికి', 'సన్నాహాలు')	1	7	0.000241	0.000520	0.000074
('సన్నాహాలు', 'చేస్తున్నాడు')	1	2	0.000241	0.000521	0.000074
('చేస్తున్నాడు', 'నాని')	1	1	0.000241	0.000521	0.000074
('సినిమాను', 'తెరకెక్కిస్తున్న')	1	7	0.000241	0.000520	0.000074
('తెరకెక్కిస్తున్న', 'తీరు')	1	1	0.000241	0.000521	0.000074
('తీరు', 'చూస్తుంటే')	1	1	0.000241	0.000521	0.000074
('చూస్తుంటే', 'కూడా')	1	2	0.000241	0.000521	0.000074
('కూడా', 'ఓటీటీ')	1	93	0.000238	0.000503	0.000074
('ఓటీటీ', 'కోసమే')	1	1	0.000241	0.000521	0.000074
('కోసమే', 'అనిపిస్తుంది')	1	3	0.000241	0.000521	0.000074
('మొత్తానికి', 'నాని')	1	2	0.000241	0.000521	0.000074
('నాని', 'వరస')	1	6	0.000241	0.000520	0.000074
('వరస', 'సినిమాలు')	1	1	0.000241	0.000521	0.000074
('సినిమాలు', 'ఓటీటీలో')	1	3	0.000241	0.000521	0.000074
('ఓటీటీలో', 'వస్తుండటం')	1	2	0.000241	0.000521	0.000074
('వస్తుండటం', 'ఆసక్తికరమే')	1	1	0.000241	0.000521	0.000074
('ఆసక్తికరమే', '</s>')	1	1	0.000241	0.000521	0.000059
('<s>', 'ఐపీఎల్')	1	1945	0.000195	0.000293	0.000074
('ఐపీఎల్', 'వేలంలో')	1	2	0.000241	0.000521	0.000074
('వేలంలో', 'కొద్దిసేపటి')	1	1	0.000241	0.000521	0.000074
('కొద్దిసేపటి', 'క్రితం')	1	1	0.000241	0.000521	0.000074
('క్రితం', 'పెను')	1	4	0.000241	0.000521	0.000074
('పెను', 'సంచలనమే')	1	2	0.000241	0.000521	0.000074
('సంచలనమే', 'నమోదైంది')	1	1	0.000241	0.000521	0.000074
('<s>', 'సౌరాష్ట్ర')	1	1945	0.000195	0.000293	0.000074
('సౌరాష్ట్ర', 'రీజియన్')	1	1	0.000241	0.000521	0.000074
('రీజియన్', 'కు')	1	2	0.000241	0.000521	0.000074
('కు', 'చెందిన')	2	60	0.000359	0.000901	0.000104
('చెందిన', 'ఆటగాడు')	1	21	0.000240	0.000517	0.000074
('ఆటగాడు', 'జయదేవ్')	1	5	0.000241	0.000521	0.000074
('జయదేవ్', 'ఉనద్కత్')	1	1	0.000241	0.000521	0.000074
('ఉనద్కత్', 'బేస్')	1	3	0.000241	0.000521	0.000074
('బేస్', 'ప్రైస్')	1	1	0.000241	0.000521	0.000074
('ప్రైస్', 'రూ')	1	1	0.000241	0.000521	0.000074
('<s>', '50')	3	1945	0.000390	0.000744	0.000133
('50', 'కోట్లు')	1	8	0.000241	0.000520	0.000074
('కోట్లు', 'కాగా')	1	4	0.000241	0.000521	0.000074
(',', 'అతన్ని')	1	549	0.000226	0.000427	0.000074
('అతన్ని', 'సొంతం')	1	1	0.000241	0.000521	0.000074
('సొంతం', 'చేసుకునేందుకు')	1	3	0.000241	0.000521	0.000074
('చేసుకునేందుకు', 'ఫ్రాంచైజీలన్నీ')	1	2	0.000241	0.000521	0.000074
('ఫ్రాంచైజీలన్నీ', 'పోటీ')	1	1	0.000241	0.000521	0.000074
('పోటీ', 'పడ్డాయి')	1	10	0.000240	0.000520	0.000074
('పడ్డాయి', '</s>')	1	1	0.000241	0.000521	0.000059
('<s>', 'చూస్తుండగానే')	1	1945	0.000195	0.000293	0.000074
('చూస్తుండగానే', 'ఉనద్కత్')	1	1	0.000241	0.000521	0.000074
('ఉనద్కత్', 'ధర')	1	3	0.000241	0.000521	0.000074
('ధర', 'కనీస')	1	5	0.000241	0.000521	0.000074
('కనీస', 'ధరకు')	1	1	0.000241	0.000521	0.000074
('ధరకు', '10')	1	2	0.000241	0.000521	0.000074
('10', 'రెట్లు')	1	33	0.000240	0.000515	0.000074
('రెట్లు', 'పెరిగిపోయింది')	1	1	0.000241	0.000521	0.000074
('పెరిగిపోయింది', '</s>')	1	1	0.000241	0.000521	0.000059
('<s>', 'చివరికి')	1	1945	0.000195	0.000293	0.000074
('చివరికి', 'రాజస్థాన్')	1	2	0.000241	0.000521	0.000074
('రాజస్థాన్', 'రాయల్స్')	1	2	0.000241	0.000521	0.000074
('రాయల్స్', 'ఫ్రాంచైజీ')	1	1	0.000241	0.000521	0.000074
('ఫ్రాంచైజీ', 'ఉనద్కత్')	1	1	0.000241	0.000521	0.000074
('ఉనద్కత్', 'ను')	1	3	0.000241	0.000521	0.000074
('ను', 'రూ')	1	58	0.000239	0.000510	0.000074
('50', 'కోట్లకు')	1	8	0.000241	0.000520	0.000074
('కోట్లకు', 'సొంతం')	1	2	0.000241	0.000521	0.000074
('సొంతం', 'చేసుకుంది')	1	3	0.000241	0.000521	0.000074
('"', 'వ్యాక్సిన్')	1	29	0.000240	0.000516	0.000074
('వ్యాక్సిన్', 'ను')	3	10	0.000481	0.001319	0.000133
('ను', 'భారీ')	1	58	0.000239	0.000510	0.000074
('ఎత్తున', 'తయారు')	1	2	0.000241	0.000521	0.000074
('తయారు', 'చేయడం')	1	9	0.000241	0.000520	0.000074
('చేయడం', 'ఇప్పుడు')	1	6	0.000241	0.000520	0.000074
('ఇప్పుడు', 'చాలా')	1	31	0.000240	0.000515	0.000074
('చాలా', 'ముఖ్యం')	1	46	0.000239	0.000512	0.000074
('ముఖ్యం', '</s>')	1	1	0.000241	0.000521	0.000059
('ప్రస్తుతం', 'మేము')	1	14	0.000240	0.000519	0.000074
('మేము', 'ఇండియాతో')	1	3	0.000241	0.000521	0.000074
('ఇండియాతో', 'భాగస్వామ్యాన్ని')	1	1	0.000241	0.000521	0.000074
('భాగస్వామ్యాన్ని', 'కోరుతున్నాం')	1	1	0.000241	0.000521	0.000074
('కోరుతున్నాం', '</s>')	1	1	0.000241	0.000521	0.000059
('<s>', 'గమేలియా')	1	1945	0.000195	0.000293	0.000074
('గమేలియా', 'వ్యాక్సిన్')	1	1	0.000241	0.000521	0.000074
('ను', 'భారీగా')	1	58	0.000239	0.000510	0.000074
('భారీగా', ',')	1	8	0.000241	0.000520	0.000074
(',', 'అనుకున్న')	1	549	0.000226	0.000427	0.000074
('అనుకున్న', 'సమయానికి')	1	2	0.000241	0.000521	0.000074
('సమయానికి', 'తయారు')	1	2	0.000241	0.000521	0.000074
('చేసి', 'ఇవ్వగల')	1	22	0.000240	0.000517	0.000074
('ఇవ్వగల', 'సత్తా')	1	1	0.000241	0.000521	0.000074
('సత్తా', 'భారత్')	1	2	0.000241	0.000521	0.000074
('భారత్', 'కు')	1	13	0.000240	0.000519	0.000074
('కు', 'ఉంది')	1	60	0.000239	0.000509	0.000074
('<s>', 'డిమాండ్')	1	1945	0.000195	0.000293	0.000074
('డిమాండ్', 'కు')	1	5	0.000241	0.000521	0.000074
('కు', 'తగ్గట్టుగా')	1	60	0.000239	0.000509	0.000074
('తగ్గట్టుగా', 'వ్యాక్సిన్')	1	1	0.000241	0.000521	0.000074
('ను', 'తయారు')	1	58	0.000239	0.000510	0.000074
('తయారు', 'చేయాలంటే')	1	9	0.000241	0.000520	0.000074
('చేయాలంటే', ',')	1	1	0.000241	0.000521	0.000074
(',', 'ఇండియాలో')	1	549	0.000226	0.000427	0.000074
('ఇండియాలో', 'ఉన్న')	1	2	0.000241	0.000521	0.000074
